CustomerID,Recency,Frequency,Monetary
12347,-0.905666111114143,0.3553607524694558,0.2855145949993563
12348,-0.17514464820382272,-0.03506730916048155,-0.019456890116658652
12349,-0.7355446745459862,-0.42549537079041894,-0.024274030728676774
12350,2.1765340337677563,-0.42549537079041894,-0.19700050243423423
12352,-0.5654232379778295,0.48550343967943493,0.0665695464113947
12353,1.115776841048661,-0.42549537079041894,-0.22678448596130013
12354,1.3959768542197428,-0.42549537079041894,-0.10658050354399756
12355,1.2158482743240473,-0.42549537079041894,-0.18182936168083882
12356,-0.6955161012358316,-0.1652099963704607,0.1036344638088301
12357,-0.5954446679604454,-0.42549537079041894,0.5158331443873233
12358,-0.905666111114143,-0.2953526835804398,-0.09581991683042929
12359,-0.3452660847719795,-0.03506730916048155,0.5282564881274636
12360,-0.4053089447372113,-0.1652099963704607,0.08550555745415273
12361,1.9463697372343678,-0.42549537079041894,-0.21453834114515935
12362,-0.8956589677866044,0.7457888140993932,0.3967166293392241
12363,0.17510536826002945,-0.2953526835804398,-0.17059058061072352
12364,-0.8456232511489111,-0.03506730916048155,-0.07821653879144952
12365,1.9863983105445224,-0.2953526835804398,-0.15974260812641564
12367,-0.8856518244590658,-0.42549537079041894,-0.21708709279172977
12370,-0.4153160880647499,-0.03506730916048155,0.1922958240629332
12371,-0.47535894802998174,-0.2953526835804398,-0.008446283003474393
12372,-0.20516607818643862,-0.1652099963704607,-0.08004435782941859
12373,2.186541177095295,-0.42549537079041894,-0.19333515482821392
12374,-0.6755018145807544,-0.42549537079041894,-0.1474175733783572
12375,-0.8156018211662953,-0.2953526835804398,-0.18205996302029046
12377,2.2265697504054494,-0.2953526835804398,-0.039982836710372525
12378,0.37524823481080216,-0.42549537079041894,0.24893636779728975
12379,-0.10509464491105228,-0.2953526835804398,-0.134150714212328
12380,-0.7055232445633703,-0.03506730916048155,0.09312147011235722
12381,-0.875644681131527,0.09507537804949757,-0.01362267622853292
12383,0.925641117825427,0.09507537804949757,-0.012985488316890312
12384,-0.6354732412705999,-0.2953526835804398,-0.16655262978779978
12386,2.456734046938838,-0.2953526835804398,-0.1888080864274007
12388,-0.7655661045286021,0.22521806525947669,0.09989993580097428
12390,-0.12510893156612954,-0.42549537079041894,-0.17085273792294217
12391,-0.7055232445633703,-0.42549537079041894,-0.18422518822861503
12393,-0.20516607818643862,-0.03506730916048155,-0.04550755932712897
12394,-0.28522322480674767,-0.2953526835804398,-0.08314655269067288
12395,-0.7355446745459862,1.0060741885193514,0.12878214672165836
12397,-0.5654232379778295,-0.2953526835804398,0.054901118635143235
12398,-0.4653518047024431,-0.42549537079041894,-0.03906771350012772
12399,0.2651696582078772,-0.03506730916048155,-0.10303045660770303
12401,2.106484030474986,-0.42549537079041894,-0.2273549208536278
12402,2.3066268970257586,-0.42549537079041894,-0.21020546334598963
12403,-0.42532323139228856,-0.42549537079041894,-0.1856767629758999
12405,0.5653839580340362,-0.42549537079041894,-0.029997798712117777
12406,-0.7055232445633703,-0.2953526835804398,0.17692563794285326
12407,-0.42532323139228856,0.09507537804949757,-0.030273306628199437
12408,-0.5954446679604454,0.09507537804949757,0.11299445080804497
12409,-0.13511607489366817,-0.1652099963704607,1.1062939425094729
12410,2.1665268904402177,-0.2953526835804398,-0.15343748202930452
12412,-0.17514464820382272,-0.1652099963704607,-0.08868098483751151
12413,-0.2552017948241318,-0.1652099963704607,-0.14557640373652517
12414,1.2458697043066633,-0.1652099963704607,-0.16932712800878075
12415,-0.685508957908293,2.1773583734091635,14.846281517765345
12417,-0.8956589677866044,0.6156461268894141,0.205301739608004
12418,0.20512679824264538,-0.42549537079041894,-0.15644136789847682
12420,-0.28522322480674767,-0.42549537079041894,-0.1647175286022691
12421,-0.7655661045286021,-0.03506730916048155,-0.13963659870875578
12422,0.035005361674488596,-0.1652099963704607,-0.1400589632673303
12423,-0.9156732544416816,0.48550343967943493,-0.011923508464152634
12424,0.7054839646195771,-0.2953526835804398,-0.023860162008924136
12425,-0.1451232182212068,-0.42549537079041894,-0.14325825342940632
12426,1.0257125511008134,-0.42549537079041894,-0.1668609073679088
12427,-0.7055232445633703,-0.1652099963704607,-0.1373597139044862
12428,-0.6654946712532158,0.6156461268894141,0.7280822582923662
12429,-0.8356161078213725,-0.03506730916048155,0.21759643207455567
12430,-0.495373234685059,-0.42549537079041894,-0.20646729426435298
12431,-0.5654232379778295,1.3965022501492887,0.5415973824603695
12432,-0.495373234685059,0.09507537804949757,0.37645890851403024
12433,-0.9156732544416816,0.3553607524694558,1.3858313135752356
12434,-0.07507321492843638,-0.2953526835804398,-0.13974583092218024
12435,-0.12510893156612954,-0.2953526835804398,0.7127205680111082
12436,0.07503393498464313,-0.42549537079041894,-0.17580823933863127
12437,-0.905666111114143,1.7869303117792261,0.36336196612443905
12438,-0.7855803911836794,-0.2953526835804398,0.11521550581434203
12441,2.7469412034374585,-0.42549537079041894,-0.21652272635570347
12442,-0.8956589677866044,-0.42549537079041894,-0.21670356635348395
12444,-0.715530387890909,0.09507537804949757,0.36992196738620725
12445,-0.7055232445633703,-0.42549537079041894,-0.22139569676569407
12446,-0.3452660847719795,-0.42549537079041894,-0.11593684946943159
12447,1.506055430822668,-0.42549537079041894,-0.17975516331703462
12448,-0.48536609135752035,-0.42549537079041894,-0.1830369844848091
12449,-0.7055232445633703,-0.03506730916048155,0.2560570944213034
